,GENENAME,ORG,ENTREZID,REFSEQ,LOG2FC,True_EID
425,RNA_polymerase,BS,935973,NP_389356,-0.0215284,728887093
426,RNA_polymerase,BS,936851,NP_387982,-0.440896026,728882990
427,RNA_polymerase,BS,937897,NP_390399,0.116966357,728885445
428,RNA_polymerase,BS,939363,NP_389228,-0.814164324,728884246
429,RNA_polymerase,BS,938482,NP_389529,0.489554991,728884555
430,RNA_polymerase,BS,936150,NP_387979,0.145944867,728882987
431,RNA_polymerase,BS,939937,NP_388354,-0.055848114,728883360
432,RNA_polymerase,BS,936362,NP_391300,-0.140628928,728886343
433,RNA_polymerase,BS,938729,NP_390226,-0.528350312,728885268
434,RNA_polymerase,BS,939953,NP_389416,0.303125347,728884442
435,RNA_polymerase,BS,939683,NP_389415,-0.083972026,728884441
